#Organism group	BioProject	BioSample	Strain	Isolate	Isolate identifiers	Assembly	Run	Location	Lat/Lon	Collection date	Isolation source	Isolation type	Collected by	Host	Create date	AMR genotypes	AST phenotypes	Length	Contigs	N50	Platform	SNP cluster	Min-diff	Scientific name	Computed types	Virulence genotypes	Host disease
Klebsiella pneumoniae	PRJNA176122	SAMN01939166	JHCK	PDT000011670.2	"JHCK","MTE2","SRS399118"	GCA_000316265.2		Argentina	34.0000 S 64.0000 W	1980	cerebrospinal fluid	clinical	Tolmasky	human (infant)	2013-04-05T19:54:00Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaOXA-9=COMPLETE,blaSCO-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6015282	227	129981				Klebsiella pneumoniae JHCK1			pneumonae
Klebsiella pneumoniae	PRJEB80567	SAMEA117986069		PDT002714940.1	"ERS23979946","G20001031"	GCA_049571745.1	ERR14828664	Colombia		2020-11-23	urine	clinical		Homo sapiens	2025-04-14T16:22:51Z	aac(6')-Ib=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT		5686859	87	231048	ILLUMINA	PDS000056116.16	52	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986070		PDT002714941.1	"ERS23979947","G20001036"	GCA_049574285.1	ERR14828665	Colombia		2020-11-05	urine	clinical		Homo sapiens	2025-04-14T16:22:52Z	blaSHV-11=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB32=COMPLETE,oqxB=COMPLETE,tet(A)=COMPLETE		5637526	69	237639	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986071		PDT002714942.1	"ERS23979948","G20001056"	GCA_049572585.1	ERR14828666	Colombia		2020-11-11	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:52Z	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-12=COMPLETE,blaCTX-M=COMPLETE,blaCTX-M=PARTIAL_END_OF_CONTIG,blaKPC-2=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA50=COMPLETE,dfrA5=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,rmtG=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5925206	129	125878	ILLUMINA	PDS000077953.2		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986072		PDT002714943.1	"ERS23979949","G20001057"	GCA_059258745.1	ERR14828667	Colombia		2020-11-17	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:53Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-12=COMPLETE,blaCTX-M=PARTIAL_END_OF_CONTIG,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM=PARTIAL,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul2=COMPLETE		5967201	114	134308	ILLUMINA	PDS000077953.2		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986073		PDT002714944.1	"ERS23979950","G20001059"	GCA_049573705.1	ERR14828668	Colombia		2020-11-22	blood culture	clinical		Homo sapiens	2025-04-14T16:22:53Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-1=COMPLETE,dfrA12=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA10=COMPLETE,oqxB5=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5746313	81	186999	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986074		PDT002714945.1	"ERS23979951","G20001062"	GCA_049575365.1	ERR14828669	Colombia		2020-12-18	blood culture	clinical		Homo sapiens	2025-04-14T16:22:53Z	blaKPC-3=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_I38FfsTer34=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT		5800826	64	182357	ILLUMINA	PDS000226303.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986075		PDT002714946.1	"ERS23979952","G20001072"	GCA_049574265.1	ERR14828670	Colombia		2020-11-20	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:54Z	blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE		5724307	99	188525	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986076		PDT002714947.1	"ERS23979953","G20001073"	GCA_049572565.1	ERR14828671	Colombia		2020-03-24	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:55Z	blaSHV-42=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE,oqxB=COMPLETE		5672358	44	274864	ILLUMINA			Klebsiella pneumoniae		mchF=COMPLETE,ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986077		PDT002714948.1	"ERS23979954","G20001074"	GCA_049575345.1	ERR14828672	Colombia		2020-11-28	blood culture	clinical		Homo sapiens	2025-04-14T16:22:55Z	blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE		5508829	40	334698	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986078		PDT002714949.1	"ERS23979955","G20001076"	GCA_059258725.1	ERR14828673	Colombia		2020-11-25	urine	clinical		Homo sapiens	2025-04-14T16:22:55Z	blaSHV-1=COMPLETE,catA2=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB25=COMPLETE,sul2=COMPLETE		5659261	113	146010	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986079		PDT002714950.1	"ERS23979956","G20001077"	GCA_049571725.1	ERR14828674	Colombia		2020-11-24	blood culture	clinical		Homo sapiens	2025-04-14T16:22:56Z	blaSHV-11=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,ramR_A19V=POINT		5679477	60	237927	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986080		PDT002714951.1	"ERS23979957","G20001078"	GCA_049573685.1	ERR14828675	Colombia		2020-12-10	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:56Z	blaSHV-108=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE		5349973	40	280080	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986081		PDT002714952.1	"ERS23979958","G20001079"	GCA_049571705.1	ERR14828676	Colombia		2020-12-09	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:57Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaCTX-M-1=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA12=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mgrB_Q30Ter=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5772426	133	218977	ILLUMINA	PDS000076198.13		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986082		PDT002714953.1	"ERS23979959","G20001080"	GCA_049574245.1	ERR14828677	Colombia		2020-12-09	other	clinical		Homo sapiens	2025-04-14T16:22:57Z	blaKPC-3=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,tet(D)=COMPLETE		5982072	91	173555	ILLUMINA	PDS000226308.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986083		PDT002714954.1	"ERS23979960","G20001094"	GCA_049574225.1	ERR14828678	Colombia		2020-12-02	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:57Z	blaSHV-1=COMPLETE,cirA_Q562Ter=POINT,emrD=COMPLETE,fosA10=COMPLETE,oqxA11=COMPLETE,oqxB19=COMPLETE		5674108	43	356518	ILLUMINA			Klebsiella pneumoniae		iroB=COMPLETE,iroC=COMPLETE,iroD=COMPLETE,iroN=COMPLETE,iucA=COMPLETE,iucB=COMPLETE,iucC=COMPLETE,iutA=COMPLETE,peg-344=COMPLETE,rmpA2=COMPLETE,rmpA=COMPLETE,rmpC=COMPLETE,rmpD=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986084		PDT002714955.1	"ERS23979961","G20001095"	GCA_049571685.1	ERR14828679	Colombia		2020-12-01	other	clinical		Homo sapiens	2025-04-14T16:22:58Z	aadA2=COMPLETE,blaKPC-2=COMPLETE,blaNDM-1=COMPLETE,blaSHV-1=COMPLETE,blaSHV=COMPLETE,blaTEM=PARTIAL,ble=PARTIAL,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE		5774976	54	348164	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986085		PDT002714956.1	"ERS23979962","G20001102"	GCA_059258685.1	ERR14828680	Colombia		2020-12-16	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:22:58Z	aadA1=COMPLETE,blaSHV-11=COMPLETE,blaSHV-1=COMPLETE,blaSHV_C-112A=POINT,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE		5661467	87	167860	ILLUMINA	PDS000226287.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986086		PDT002714957.1	"ERS23979963","G20001103"	GCA_049573665.1	ERR14828681	Colombia		2020-12-16	blood culture	clinical		Homo sapiens	2025-04-14T16:22:58Z	aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,emrD=COMPLETE,fosA5=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5473140	70	265771	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986087		PDT002714958.1	"ERS23979964","G20001104"	GCA_059258705.1	ERR14828682	Colombia		2020-11-25	urine	clinical		Homo sapiens	2025-04-14T16:22:59Z	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-2=COMPLETE,blaSHV-187=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA10=COMPLETE,oqxA=COMPLETE,oqxB32=COMPLETE		5820247	80	195986	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986088		PDT002714959.1	"ERS23979965","G20001133"	GCA_049571665.1	ERR14828683	Colombia		2020-12-17	urine	clinical		Homo sapiens	2025-04-14T16:22:59Z	blaSHV=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB25=COMPLETE		5611548	99	179767	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986089		PDT002714960.1	"ERS23979966","G20001135"	GCA_049573065.1	ERR14828684	Colombia		2020-12-17	urine	clinical		Homo sapiens	2025-04-14T16:23:00Z	aac(3)-IVa=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA1=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aadA2=COMPLETE,aph(4)-Ia=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,cmlA1=COMPLETE,dfrA14=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,estX-3=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul3=COMPLETE,tet(A)=COMPLETE		5695134	73	186555	ILLUMINA			Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986090		PDT002714961.1	"ERS23979967","G20001136"	GCA_049573645.1	ERR14828685	Colombia		2020-12-17	urine	clinical		Homo sapiens	2025-04-14T16:23:00Z	blaSHV-26=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE		5412501	114	137145	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986091		PDT002714962.1	"ERS23979968","G20001138"	GCA_049572545.1	ERR14828686	Colombia		2020-12-18	urine	clinical		Homo sapiens	2025-04-14T16:23:00Z	blaSHV-11=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT		5456957	84	174429	ILLUMINA	PDS000056116.16	66	Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986092		PDT002714963.1	"ERS23979969","G20001139"	GCA_059258665.1	ERR14828687	Colombia		2020-12-18	urine	clinical		Homo sapiens	2025-04-14T16:23:01Z	blaSHV-202=COMPLETE,emrD=COMPLETE,fosA10=COMPLETE,oqxA=COMPLETE,oqxB32=COMPLETE		5542453	68	293534	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986093		PDT002714964.1	"ERS23979970","G20001140"	GCA_049571645.1	ERR14828688	Colombia		2020-12-18	urine	clinical		Homo sapiens	2025-04-14T16:23:01Z	aadA2=COMPLETE,blaSHV-11=COMPLETE,dfrA21=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE,sul1=COMPLETE,tet(D)=COMPLETE		5645674	66	219657	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986094		PDT002714965.1	"ERS23979971","G20001141"	GCA_049573025.1	ERR14828689	Colombia		2020-12-19	urine	clinical		Homo sapiens	2025-04-14T16:23:01Z	aac(6')-Ib-cr5=COMPLETE,blaOXA-1=COMPLETE,blaSHV=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,qnrB1=COMPLETE,tet(A)=COMPLETE		5580313	53	303741	ILLUMINA	PDS000226268.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986095		PDT002714966.1	"ERS23979972","G20001142"	GCA_049573625.1	ERR14828690	Colombia		2020-12-19	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:23:02Z	aac(6')-Ib-cr5=COMPLETE,blaOXA-1=COMPLETE,blaSHV=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,qnrB1=COMPLETE,tet(A)=COMPLETE		5516553	58	348191	ILLUMINA	PDS000226268.1		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986096		PDT002714967.1	"ERS23979973","G20001143"	GCA_049571625.1	ERR14828691	Colombia		2020-12-15	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:23:02Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5721246	112	209915	ILLUMINA	PDS000056116.16	54	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986097		PDT002714968.1	"ERS23979974","G20001144"	GCA_059258645.1	ERR14828692	Colombia		2020-12-15	other	clinical		Homo sapiens	2025-04-14T16:23:02Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5550723	100	203667	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986098		PDT002714969.1	"ERS23979975","G20001145"	GCA_059258625.1	ERR14828693	Colombia		2020-11-25	urine	clinical		Homo sapiens	2025-04-14T16:23:03Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5473411	97	230756	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986099		PDT002714970.1	"ERS23979976","G20001146"	GCA_059258585.1	ERR14828694	Colombia		2020-11-07	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:23:03Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5678168	118	209822	ILLUMINA	PDS000056116.16	53	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986100		PDT002714971.1	"ERS23979977","G20001147"	GCA_049905975.1	ERR14828695	Colombia		2020-11-01	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:23:04Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5740097	110	233666	ILLUMINA	PDS000056116.16	53	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986101		PDT002714972.1	"ERS23979978","G20001149"	GCA_049573605.1	ERR14828696	Colombia		2020-11-03	other	clinical		Homo sapiens	2025-04-14T16:23:04Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,qnrB6=COMPLETE,ramR_T162I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5644825	92	244633	ILLUMINA	PDS000226282.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986102		PDT002714973.1	"ERS23979979","G20001150"	GCA_049576425.1	ERR14828697	Colombia		2020-11-02	Respiratory origin	clinical		Homo sapiens	2025-04-14T16:23:05Z	aac(3)-IId=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5712595	116	230757	ILLUMINA	PDS000056116.16	53	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986103		PDT002714974.1	"ERS23979980","G20001151"	GCA_049571605.1	ERR14828698	Colombia		2020-11-01	urine	clinical		Homo sapiens	2025-04-14T16:23:05Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaOXA=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB19=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,qnrB6=COMPLETE,ramR_T162I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE		5665679	103	238005	ILLUMINA	PDS000226282.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJEB80567	SAMEA117986104		PDT002714975.1	"ERS23979981","G20001152"	GCA_049571585.1	ERR14828699	Colombia		2020-12-25	other	clinical		Homo sapiens	2025-04-14T16:23:05Z	aac(3)-IId=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul2=COMPLETE,tet(D)=COMPLETE		5676799	90	232839	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJEB80567	SAMEA117986105		PDT002714976.1	"ERS23979982","G20001167"	GCA_049576405.1	ERR14828700	Colombia		2020-10-19	other	clinical		Homo sapiens	2025-04-14T16:23:06Z	aac(3)-IId=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,blaSHV=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul2=COMPLETE,tet(D)=COMPLETE		5676947	98	229560	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
