acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_058641765.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_057187285.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_058642035.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049387825.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049387925.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_049387785.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_049364955.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049387765.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_057205305.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_057188285.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049369395.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049387685.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049387625.1	Chile	PRJNA962904	2022	45	no	no	si	si
GCA_049355835.1	Chile	PRJNA962904	2022	14	no	no	si	si
GCA_049387545.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049355555.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049355815.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049355765.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049387425.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049387465.1	Chile	PRJNA962904	2022	15	no	no	no	no
GCA_049387445.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_049364915.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049361545.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049387125.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049364835.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049364795.1	Chile	PRJNA962904	2022	15	no	no	no	no
GCA_049364745.1	Chile	PRJNA962904	2022	45	no	no	si	si
GCA_049369405.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049391155.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049359035.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049369335.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049381385.1	Brazil	PRJNA785542	2023	11	si	si	no	si
GCA_049381405.1	Brazil	PRJNA785542	2022	7633	no	si	no	si
GCA_049383765.1	Brazil	PRJNA785542	2022	530	no	si	no	si
GCA_059259285.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049570965.1	Colombia	PRJEB80567	2020	3379	no	no	no	no
GCA_049570945.1	Colombia	PRJEB80567	2020	6700	no	no	no	no
GCA_049570925.1	Colombia	PRJEB80567	2020	1271	no	no	no	no
GCA_049572745.1	Colombia	PRJEB80567	2020	6691	no	no	no	no
GCA_059259265.1	Colombia	PRJEB80567	2020	12	no	no	no	no
GCA_049572185.1	Colombia	PRJEB80567	2020	111	no	no	no	no
GCA_049573365.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049571305.1	Colombia	PRJEB80567	2020	1079	no	no	no	no
GCA_049570905.1	Colombia	PRJEB80567	2020	1229	no	no	no	no
GCA_049575785.1	Colombia	PRJEB80567	2020	39	no	si	no	si
GCA_049574905.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049570885.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049572045.1	Colombia	PRJEB80567	2020	920	no	si	no	si
GCA_049570865.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049575765.1	Colombia	PRJEB80567	2020	556	no	si	no	si
GCA_049570845.1	Colombia	PRJEB80567	2020	846	no	si	no	si
GCA_049576605.1	Colombia	PRJEB80567	2020	234	no	no	no	no
GCA_049570825.1	Colombia	PRJEB80567	2020	327	no	no	no	no
GCA_049570375.1	Colombia	PRJEB80567	2020	2601	no	no	no	no
GCA_049574725.1	Colombia	PRJEB80567	2020	6698	no	no	no	no
GCA_049570805.1	Colombia	PRJEB80567	2020	6695	no	no	no	no
GCA_049570785.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573345.1	Colombia	PRJEB80567	2020	22	no	si	no	si
GCA_049571285.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049576225.1	Colombia	PRJEB80567	2020	37	no	si	si	si
GCA_049570745.1	Colombia	PRJEB80567	2020	2623	no	no	no	no
GCA_049574705.1	Colombia	PRJEB80567	2020	37	no	no	no	no
GCA_049572725.1	Colombia	PRJEB80567	2020	186	no	no	no	no
GCA_049574685.1	Colombia	PRJEB80567	2020	551	no	no	no	no
GCA_049575745.1	Colombia	PRJEB80567	2020	661	no	no	no	no
GCA_049572705.1	Colombia	PRJEB80567	2020	6694	no	si	no	si
GCA_049574025.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049572685.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049574665.1	Colombia	PRJEB80567	2020	392	no	si	no	si
GCA_059259245.1	Colombia	PRJEB80567	2020	65	no	si	no	si
GCA_049570765.1	Colombia	PRJEB80567	2020	392	no	si	no	si
GCA_049574645.1	Colombia	PRJEB80567	2020	380	no	si	no	si
GCA_049574885.1	Colombia	PRJEB80567	2020	412	no	si	no	si
GCA_049573985.1	Colombia	PRJEB80567	2020	8	no	no	no	no
GCA_049575725.1	Colombia	PRJEB80567	2020	3991	no	no	no	no
GCA_049570725.1	Colombia	PRJEB80567	2020	37	no	no	no	no
GCA_049575705.1	Colombia	PRJEB80567	2020	37	no	no	no	no
GCA_049571265.1	Colombia	PRJEB80567	2020	661	no	no	no	no
GCA_049574625.1	Colombia	PRJEB80567	2020	323	no	no	no	no
GCA_049574005.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049570705.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049575685.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049570685.1	Colombia	PRJEB80567	2020	6693	no	si	no	si
GCA_059259225.1	Colombia	PRJEB80567	2020	882	no	no	no	no
GCA_049576205.1	Colombia	PRJEB80567	2020	380	no	no	no	no
GCA_049570665.1	Colombia	PRJEB80567	2020	39	no	si	no	si
GCA_059259205.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049571245.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049575665.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_059259185.1	Colombia	PRJEB80567	2020	111	no	no	no	no
GCA_049570645.1	Colombia	PRJEB80567	2020	337	no	no	no	no
GCA_049573965.1	Colombia	PRJEB80567	2020	34	no	no	no	no
GCA_049570625.1	Colombia	PRJEB80567	2020	281	no	no	no	no
GCA_059259165.1	Colombia	PRJEB80567	2020	-	no	no	si	si
GCA_049576185.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_049570605.1	Colombia	PRJEB80567	2020	6705	no	no	no	no
GCA_049575625.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049576165.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049575645.1	Colombia	PRJEB80567	2020	39	no	si	no	si
GCA_049575605.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049570355.1	Colombia	PRJEB80567	2020	6703	no	no	no	no
GCA_049641045.1	Colombia	PRJEB80567	2020	14	no	si	no	si
GCA_049570565.1	Colombia	PRJEB80567	2020	1082	no	no	no	no
GCA_049573945.1	Colombia	PRJEB80567	2020	833	no	no	no	no
GCA_049577085.1	Colombia	PRJEB80567	2020	70	no	no	no	no
GCA_049572665.1	Colombia	PRJEB80567	2020	5388	no	no	no	no
GCA_049574865.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049570335.1	Colombia	PRJEB80567	2020	3049	no	no	no	no
GCA_049576585.1	Colombia	PRJEB80567	2020	17	no	si	no	si
GCA_049574605.1	Colombia	PRJEB80567	2020	380	no	no	si	si
GCA_049570545.1	Colombia	PRJEB80567	2020	17	no	si	no	si
GCA_049575585.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049570585.1	Colombia	PRJEB80567	2020	17	no	si	no	si
GCA_059259145.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573925.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049570525.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059259125.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049570505.1	Colombia	PRJEB80567	2020	29	no	no	no	no
GCA_049575565.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573905.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_049575545.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049574585.1	Colombia	PRJEB80567	2020	111	no	no	no	no
GCA_049573325.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049575525.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573305.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049572645.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049573885.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049570485.1	Colombia	PRJEB80567	2019	11	si	no	no	no
GCA_059259105.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049574845.1	Colombia	PRJEB80567	2020	485	no	no	no	no
GCA_049572005.1	Colombia	PRJEB80567	2020	1082	no	no	no	no
GCA_049576565.1	Colombia	PRJEB80567	2020	219	no	si	no	si
GCA_059259065.1	Colombia	PRJEB80567	2020	219	no	si	no	si
GCA_049573865.1	Colombia	PRJEB80567	2020	34	no	no	no	no
GCA_049570435.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049571225.1	Colombia	PRJEB80567	2020	37	no	no	no	no
GCA_059259045.1	Colombia	PRJEB80567	2020	76	no	no	no	no
GCA_049572625.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049576545.1	Colombia	PRJEB80567	2020	184	no	no	no	no
GCA_049574565.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049570455.1	Colombia	PRJEB80567	2020	6707	no	no	no	no
GCA_049575505.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049572025.1	Colombia	PRJEB80567	2020	86	no	no	no	no
GCA_049573845.1	Colombia	PRJEB80567	2020	1440	no	no	no	no
GCA_049570415.1	Colombia	PRJEB80567	2020	36	no	si	no	si
GCA_049573825.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049614295.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049571985.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049575485.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_049571965.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_049574545.1	Colombia	PRJEB80567	2020	6692	no	no	no	no
GCA_049576525.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_059259085.1	Colombia	PRJEB80567	2020	628	no	no	no	no
GCA_059259025.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049574525.1	Colombia	PRJEB80567	2020	12	no	si	no	si
GCA_049571945.1	Colombia	PRJEB80567	2020	6708	no	no	no	no
GCA_059259005.1	Colombia	PRJEB80567	2020	12	no	si	no	si
GCA_049571925.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_049574505.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049576145.1	Colombia	PRJEB80567	2020	512	si	si	no	si
GCA_049571905.1	Colombia	PRJEB80567	2020	502	no	no	no	no
GCA_049575465.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049571885.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049576505.1	Colombia	PRJEB80567	2020	1401	no	no	no	no
GCA_049573285.1	Colombia	PRJEB80567	2020	152	no	no	no	no
GCA_049573265.1	Colombia	PRJEB80567	2020	1	no	no	no	no
GCA_049576865.1	Colombia	PRJEB80567	2020	29	no	no	no	no
GCA_049572605.1	Colombia	PRJEB80567	2020	6709	no	no	no	no
GCA_049576125.1	Colombia	PRJEB80567	2020	867	no	no	no	no
GCA_059258985.1	Colombia	PRJEB80567	2020	512	si	si	no	si
GCA_049573245.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049573805.1	Colombia	PRJEB80567	2020	1296	no	no	no	no
GCA_049574485.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049575445.1	Colombia	PRJEB80567	2020	17	no	si	no	si
GCA_049574825.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_049576105.1	Colombia	PRJEB80567	2020	22	no	no	no	no
GCA_049574465.1	Colombia	PRJEB80567	2020	6697	no	no	no	no
GCA_049575425.1	Colombia	PRJEB80567	2020	76	no	no	no	no
GCA_059258945.1	Colombia	PRJEB80567	2020	292	no	si	no	si
GCA_049571205.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049574445.1	Colombia	PRJEB80567	2020	14	no	si	no	si
GCA_059258965.1	Colombia	PRJEB80567	2020	111	no	no	no	no
GCA_049573225.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049573785.1	Colombia	PRJEB80567	2020	784	no	no	no	no
GCA_049571865.1	Colombia	PRJEB80567	2020	12	no	si	no	si
GCA_049614185.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049577305.1	Colombia	PRJEB80567	2020	12	no	si	no	si
GCA_049571845.1	Colombia	PRJEB80567	2020	3379	no	no	no	no
GCA_049574805.1	Colombia	PRJEB80567	2020	70	no	no	no	no
GCA_049576085.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258925.1	Colombia	PRJEB80567	2020	219	no	no	no	no
GCA_049575405.1	Colombia	PRJEB80567	2020	1079	no	no	no	no
GCA_049571825.1	Colombia	PRJEB80567	2020	6697	no	no	no	no
GCA_049574425.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_049571805.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_059258885.1	Colombia	PRJEB80567	2020	307	no	si	no	si
GCA_049574405.1	Colombia	PRJEB80567	2020	11	si	no	no	no
GCA_049573205.1	Colombia	PRJEB80567	2020	11	si	no	no	no
GCA_049573765.1	Colombia	PRJEB80567	2020	11	si	no	no	no
GCA_049573185.1	Colombia	PRJEB80567	2020	34	no	no	no	no
GCA_049576485.1	Colombia	PRJEB80567	2020	567	no	no	no	no
GCA_059258905.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_059258865.1	Colombia	PRJEB80567	2020	20	no	no	no	no
GCA_049576465.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049574385.1	Colombia	PRJEB80567	2020	380	no	no	no	no
GCA_049574365.1	Colombia	PRJEB80567	2020	20	no	no	no	no
GCA_049574345.1	Colombia	PRJEB80567	2020	380	no	no	no	no
GCA_049571785.1	Colombia	PRJEB80567	2020	1079	no	no	no	no
GCA_049573745.1	Colombia	PRJEB80567	2020	901	no	no	no	no
GCA_049573165.1	Colombia	PRJEB80567	2020	25	no	no	no	no
GCA_059258845.1	Colombia	PRJEB80567	2020	268	no	no	no	no
GCA_059258825.1	Colombia	PRJEB80567	2020	399	no	no	no	no
GCA_059258805.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049574325.1	Colombia	PRJEB80567	2020	152	no	no	si	si
GCA_049571765.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049576445.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258785.1	Colombia	PRJEB80567	2020	307	no	no	no	no
GCA_049573145.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573125.1	Colombia	PRJEB80567	2020	504	no	si	no	si
GCA_049573105.1	Colombia	PRJEB80567	2020	37	no	si	no	si
GCA_049576845.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049573725.1	Colombia	PRJEB80567	2020	4384	no	no	no	no
GCA_049573085.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_059258765.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573045.1	Colombia	PRJEB80567	2020	307	no	si	no	si
GCA_049574305.1	Colombia	PRJEB80567	2020	307	no	no	no	no
GCA_049575385.1	Colombia	PRJEB80567	2020	6702	no	no	no	no
GCA_049571745.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049574285.1	Colombia	PRJEB80567	2020	6710	no	no	no	no
GCA_049572585.1	Colombia	PRJEB80567	2020	12	no	si	no	si
GCA_059258745.1	Colombia	PRJEB80567	2020	-	no	si	no	si
GCA_049573705.1	Colombia	PRJEB80567	2020	219	no	si	no	si
GCA_049575365.1	Colombia	PRJEB80567	2020	307	no	si	no	si
GCA_049574265.1	Colombia	PRJEB80567	2020	5135	no	no	no	no
GCA_049572565.1	Colombia	PRJEB80567	2020	109	no	no	no	no
GCA_049575345.1	Colombia	PRJEB80567	2020	831	no	no	no	no
GCA_059258725.1	Colombia	PRJEB80567	2020	327	no	no	no	no
GCA_049571725.1	Colombia	PRJEB80567	2020	37	no	no	no	no
GCA_049573685.1	Colombia	PRJEB80567	2020	505	no	no	no	no
GCA_049571705.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049574245.1	Colombia	PRJEB80567	2020	14	no	si	no	si
GCA_049574225.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049571685.1	Colombia	PRJEB80567	2020	-	no	si	si	si
GCA_059258685.1	Colombia	PRJEB80567	2020	1296	no	no	no	no
GCA_049573665.1	Colombia	PRJEB80567	2020	36	no	si	no	si
GCA_059258705.1	Colombia	PRJEB80567	2020	20	no	si	no	si
GCA_049571665.1	Colombia	PRJEB80567	2020	1334	no	no	no	no
GCA_049573065.1	Colombia	PRJEB80567	2020	111	no	no	no	no
GCA_049573645.1	Colombia	PRJEB80567	2020	1401	no	no	no	no
GCA_049572545.1	Colombia	PRJEB80567	2020	11	si	no	no	no
GCA_059258665.1	Colombia	PRJEB80567	2020	20	no	no	no	no
GCA_049571645.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049573025.1	Colombia	PRJEB80567	2020	458	no	no	no	no
GCA_049573625.1	Colombia	PRJEB80567	2020	458	no	no	no	no
GCA_049571625.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258645.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258625.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258585.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049905975.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049573605.1	Colombia	PRJEB80567	2020	307	no	si	no	si
GCA_049576425.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049571605.1	Colombia	PRJEB80567	2020	307	no	si	no	si
GCA_049571585.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049576405.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049576065.1	Colombia	PRJEB80567	2020	252	no	no	no	no
GCA_049573005.1	Colombia	PRJEB80567	2020	380	no	no	no	no
GCA_059258565.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_049572985.1	Colombia	PRJEB80567	2020	483	no	no	no	no
GCA_049574205.1	Colombia	PRJEB80567	2020	485	no	no	no	no
GCA_049571545.1	Colombia	PRJEB80567	2020	4970	no	no	no	no
GCA_049575325.1	Colombia	PRJEB80567	2020	502	no	no	no	no
GCA_049571565.1	Colombia	PRJEB80567	2020	-	no	no	no	no
GCA_049571525.1	Colombia	PRJEB80567	2020	6701	no	no	no	no
GCA_059258545.1	Colombia	PRJEB80567	2019	11	si	no	no	no
GCA_049571485.1	Colombia	PRJEB80567	2019	147	no	no	no	no
GCA_049576045.1	Colombia	PRJEB80567	2019	834	no	si	no	si
GCA_049572525.1	Colombia	PRJEB80567	2021	35	no	no	no	no
GCA_049573585.1	Colombia	PRJEB80567	2020	33	no	si	no	si
GCA_059258525.1	Colombia	PRJEB80567	2020	3003	no	no	no	no
GCA_049905945.1	Colombia	PRJEB80567	2021	184	no	no	no	no
GCA_049573565.1	Colombia	PRJEB80567	2021	1897	no	no	no	no
GCA_049572505.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049577205.1	Colombia	PRJEB80567	2020	1082	no	si	no	si
GCA_049574785.1	Colombia	PRJEB80567	2021	2127	no	no	no	no
GCA_049572965.1	Colombia	PRJEB80567	2021	828	no	no	no	no
GCA_049576365.1	Colombia	PRJEB80567	2021	147	no	no	si	si
GCA_049572925.1	Colombia	PRJEB80567	2021	147	no	si	si	si
GCA_049572945.1	Colombia	PRJEB80567	2021	147	no	si	si	si
GCA_049576385.1	Colombia	PRJEB80567	2021	147	no	no	si	si
GCA_049905935.1	Colombia	PRJEB80567	2021	14	no	si	no	si
GCA_049576345.1	Colombia	PRJEB80567	2021	258	si	si	no	si
GCA_049572485.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049905915.1	Colombia	PRJEB80567	2021	776	no	si	no	si
GCA_049576305.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049574165.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_059258505.1	Colombia	PRJEB80567	2021	-	no	si	no	si
GCA_049572465.1	Colombia	PRJEB80567	2021	-	no	si	si	si
GCA_049572905.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049575305.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049571505.1	Colombia	PRJEB80567	2021	15	no	no	no	no
GCA_049572445.1	Colombia	PRJEB80567	2021	14	no	no	no	no
GCA_049572885.1	Colombia	PRJEB80567	2021	-	no	no	no	no
GCA_059258485.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049573545.1	Colombia	PRJEB80567	2021	322	no	no	no	no
GCA_049572425.1	Colombia	PRJEB80567	2021	6697	no	no	no	no
GCA_049576745.1	Colombia	PRJEB80567	2021	23	no	no	no	no
GCA_059258465.1	Colombia	PRJEB80567	2021	1228	no	no	no	no
GCA_049576725.1	Colombia	PRJEB80567	2021	6704	no	no	no	no
GCA_049575265.1	Colombia	PRJEB80567	2021	25	no	no	no	no
GCA_049572405.1	Colombia	PRJEB80567	2021	13	no	no	no	no
GCA_059258445.1	Colombia	PRJEB80567	2020	776	no	si	no	si
GCA_049572385.1	Colombia	PRJEB80567	2021	258	si	si	no	si
GCA_059258425.1	Colombia	PRJEB80567	2021	2039	no	no	no	no
GCA_049575285.1	Colombia	PRJEB80567	2021	3157	no	no	no	no
GCA_049572365.1	Colombia	PRJEB80567	2021	828	no	no	no	no
GCA_049576705.1	Colombia	PRJEB80567	2021	13	no	si	no	si
GCA_049571425.1	Colombia	PRJEB80567	2021	392	no	si	no	si
GCA_049576025.1	Colombia	PRJEB80567	2021	307	no	no	si	si
GCA_049575245.1	Colombia	PRJEB80567	2021	307	no	no	si	si
GCA_049572865.1	Colombia	PRJEB80567	2020	4232	no	no	si	si
GCA_049574185.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_059260465.1	Colombia	PRJEB80567	2021	37	no	si	no	si
GCA_049576315.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049575205.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049574145.1	Colombia	PRJEB80567	2021	-	no	si	no	si
GCA_049576005.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049571465.1	Colombia	PRJEB80567	2021	188	no	si	no	si
GCA_049577105.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049576285.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_059258385.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049576265.1	Colombia	PRJEB80567	2021	14	no	si	no	si
GCA_049575225.1	Colombia	PRJEB80567	2021	219	no	no	no	no
GCA_049574765.1	Colombia	PRJEB80567	2021	-	no	si	no	si
GCA_049574125.1	Colombia	PRJEB80567	2021	433	no	si	no	si
GCA_049571445.1	Colombia	PRJEB80567	2021	-	no	no	si	si
GCA_049573525.1	Colombia	PRJEB80567	2021	342	no	no	si	si
GCA_049573505.1	Colombia	PRJEB80567	2021	342	no	no	si	si
GCA_049576825.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_049572345.1	Colombia	PRJEB80567	2020	433	no	si	si	si
GCA_049573485.1	Colombia	PRJEB80567	2020	348	no	si	no	si
GCA_049572845.1	Colombia	PRJEB80567	2021	258	si	si	no	si
GCA_049574105.1	Colombia	PRJEB80567	2021	3240	no	si	no	si
GCA_049575185.1	Colombia	PRJEB80567	2021	17	no	no	no	no
GCA_049574085.1	Colombia	PRJEB80567	2021	2856	no	no	no	no
GCA_059258405.1	Colombia	PRJEB80567	2021	11	si	si	no	si
GCA_049571405.1	Colombia	PRJEB80567	2021	5994	no	si	si	si
GCA_059258365.1	Colombia	PRJEB80567	2020	258	si	si	no	si
GCA_059258325.1	Colombia	PRJEB80567	2020	145	no	no	no	no
GCA_049572325.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_049574045.1	Colombia	PRJEB80567	2020	5388	no	no	no	no
GCA_049572305.1	Colombia	PRJEB80567	2020	628	no	no	no	no
GCA_059258345.1	Colombia	PRJEB80567	2020	920	no	si	no	si
GCA_059258305.1	Colombia	PRJEB80567	2020	17	no	no	no	no
GCA_059260445.1	Colombia	PRJEB80567	2020	1296	no	no	no	no
GCA_049573465.1	Colombia	PRJEB80567	2020	337	no	no	no	no
GCA_049572285.1	Colombia	PRJEB80567	2020	147	no	no	no	no
GCA_049572265.1	Colombia	PRJEB80567	2020	1079	no	no	no	no
GCA_049575165.1	Colombia	PRJEB80567	2020	34	no	no	no	no
GCA_049572245.1	Colombia	PRJEB80567	2020	348	no	no	no	no
GCA_059258265.1	Colombia	PRJEB80567	2020	23	no	no	no	no
GCA_049905895.1	Colombia	PRJEB80567	2020	628	no	no	no	no
GCA_059258245.1	Colombia	PRJEB80567	2021	65	no	no	no	no
GCA_049571165.1	Colombia	PRJEB80567	2020	11	si	si	no	si
GCA_059258285.1	Colombia	PRJEB80567	2020	567	no	si	no	si
GCA_049575985.1	Colombia	PRJEB80567	2021	-	no	no	no	no
GCA_049572225.1	Colombia	PRJEB80567	2021	14	no	si	no	si
GCA_049538175.1	Brazil	PRJNA785542	2023	392	no	si	no	si
GCA_049538235.1	Brazil	PRJNA785542	2023	392	no	si	no	si
GCA_049904205.1	Chile	PRJNA1184783	2023	11	si	no	no	no
GCA_049695035.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049693815.1	Chile	PRJNA1184783	2023	11	si	no	no	no
GCA_049693835.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049690475.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049693755.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049693695.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049694555.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049693655.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049696255.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049693555.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049693535.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049693475.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049693435.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049691955.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049739105.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049691895.1	Chile	PRJNA1184783	2023	-	no	no	no	no
GCA_049694495.1	Chile	PRJNA1184783	2023	25	no	no	no	no
GCA_049691855.1	Chile	PRJNA1184783	2023	25	no	no	no	no
