accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_051169395.1	ensamblado_publico	PRJNA613847	SAMN41913399	Brasil	Mogi das Cruzes	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		83	3945994	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169415.1	ensamblado_publico	PRJNA613847	SAMN41913397	Brasil	Sao Paulo	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		79	3897472	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169435.1	ensamblado_publico	PRJNA613847	SAMN41913395	Brasil	Sao Paulo	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		84	3945096	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169445.1	ensamblado_publico	PRJNA613847	SAMN41913396	Brasil	Sao Paulo	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		79	3897665	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169475.1	ensamblado_publico	PRJNA613847	SAMN41913394	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		81	3945826	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169495.1	ensamblado_publico	PRJNA613847	SAMN41913393	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		65	3860157	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169515.1	ensamblado_publico	PRJNA613847	SAMN41913392	Brasil	Mogi das Cruzes	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		74	3946482	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169535.1	ensamblado_publico	PRJNA613847	SAMN41913391	Brasil	Mogi das Cruzes	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		84	3942919	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169555.1	ensamblado_publico	PRJNA613847	SAMN41913388	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		85	3940267	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169575.1	ensamblado_publico	PRJNA613847	SAMN41913390	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		90	4021394	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051169595.1	ensamblado_publico	PRJNA613847	SAMN41913389	Brasil	Mogi das Cruzes	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		79	3941983	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169615.1	ensamblado_publico	PRJNA613847	SAMN41913385	Brasil	Ferraz de Vasconcelos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		94	3954040	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169635.1	ensamblado_publico	PRJNA613847	SAMN41913387	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		77	3944270	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169655.1	ensamblado_publico	PRJNA613847	SAMN41913386	Brasil	Guarulhos	2021	2021	Other clinical sources	clinical	Homo sapiens	Carlos Camargo		74	3922057	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169675.1	ensamblado_publico	PRJNA613847	SAMN41913384	Brasil	Ferraz de Vasconcelos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		90	3948941	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169695.1	ensamblado_publico	PRJNA613847	SAMN41913382	Brasil	Mogi das Cruzes	2021	2021	Other clinical sources	clinical	Homo sapiens	Carlos Camargo		91	3945912	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169715.1	ensamblado_publico	PRJNA613847	SAMN41913383	Brasil	Mogi das Cruzes	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		85	3948818	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169745.1	ensamblado_publico	PRJNA613847	SAMN41913381	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		90	3945432	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169765.1	ensamblado_publico	PRJNA613847	SAMN41913380	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		89	3947937	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169785.1	ensamblado_publico	PRJNA613847	SAMN41913379	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		89	3947076	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169805.1	ensamblado_publico	PRJNA613847	SAMN41913378	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		78	3931987	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169825.1	ensamblado_publico	PRJNA613847	SAMN41913377	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		101	4027505	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051169845.1	ensamblado_publico	PRJNA613847	SAMN41913376	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		95	3947669	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169865.1	ensamblado_publico	PRJNA613847	SAMN41913375	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		81	3944482	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169885.1	ensamblado_publico	PRJNA613847	SAMN41913374	Brasil	Ferraz de Vasconcelos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		86	3946727	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169905.1	ensamblado_publico	PRJNA613847	SAMN41913373	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		83	3947412	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169925.1	ensamblado_publico	PRJNA613847	SAMN41913372	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		92	3947014	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169945.1	ensamblado_publico	PRJNA613847	SAMN41913370	Brasil	Mogi das Cruzes	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		80	3948855	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169965.1	ensamblado_publico	PRJNA613847	SAMN41913371	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		83	3948973	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169985.1	ensamblado_publico	PRJNA613847	SAMN41913369	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		95	3946068	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170005.1	ensamblado_publico	PRJNA613847	SAMN41913367	Brasil	Mogi das Cruzes	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		90	4020079	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051170025.1	ensamblado_publico	PRJNA613847	SAMN41913368	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		90	3944234	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170045.1	ensamblado_publico	PRJNA613847	SAMN41913365	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		95	4028576	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051170065.1	ensamblado_publico	PRJNA613847	SAMN41913364	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		81	3949755	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170085.1	ensamblado_publico	PRJNA613847	SAMN41913366	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		84	3945438	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170105.1	ensamblado_publico	PRJNA613847	SAMN41913363	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		80	3948089	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170125.1	ensamblado_publico	PRJNA613847	SAMN41913362	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		93	3943823	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170145.1	ensamblado_publico	PRJNA613847	SAMN41913361	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		81	3949766	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170165.1	ensamblado_publico	PRJNA613847	SAMN41913358	Brasil	Ferraz de Vasconcelos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		91	3949257	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170185.1	ensamblado_publico	PRJNA613847	SAMN41913360	Brasil	Ferraz de Vasconcelos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		80	3948194	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170205.1	ensamblado_publico	PRJNA613847	SAMN41913359	Brasil	Ferraz de Vasconcelos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		88	3947124	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170225.1	ensamblado_publico	PRJNA613847	SAMN41913357	Brasil	Ferraz de Vasconcelos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		94	3990357	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170245.1	ensamblado_publico	PRJNA613847	SAMN41913356	Brasil	Ferraz de Vasconcelos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		80	3949500	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170265.1	ensamblado_publico	PRJNA613847	SAMN41913355	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		105	3898151	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051170285.1	ensamblado_publico	PRJNA613847	SAMN41913353	Brasil	Mogi das Cruzes	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		74	3945319	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170305.1	ensamblado_publico	PRJNA613847	SAMN41913354	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		84	3948327	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170325.1	ensamblado_publico	PRJNA613847	SAMN41913352	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		89	3820518	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170345.1	ensamblado_publico	PRJNA613847	SAMN41913351	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		81	3911686	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170365.1	ensamblado_publico	PRJNA613847	SAMN41913350	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		86	3948377	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170385.1	ensamblado_publico	PRJNA613847	SAMN41913349	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		81	3945187	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170405.1	ensamblado_publico	PRJNA613847	SAMN41913346	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		92	3821998	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170425.1	ensamblado_publico	PRJNA613847	SAMN41913348	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		78	3946606	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170445.1	ensamblado_publico	PRJNA613847	SAMN41913347	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		82	3946683	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170465.1	ensamblado_publico	PRJNA613847	SAMN41913345	Brasil	Guarulhos	2021	2021	Other clinical sources	clinical	Homo sapiens	Carlos Camargo		88	3809341	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170485.1	ensamblado_publico	PRJNA613847	SAMN41913344	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		90	3810180	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170505.1	ensamblado_publico	PRJNA613847	SAMN41913343	Brasil	Mogi das Cruzes	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		85	3944629	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170525.1	ensamblado_publico	PRJNA613847	SAMN41913342	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		77	3948464	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170545.1	ensamblado_publico	PRJNA613847	SAMN41913341	Brasil	Sao Paulo	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		84	3949424	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170565.1	ensamblado_publico	PRJNA613847	SAMN41913340	Brasil	Sao Paulo	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		81	3951108	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170585.1	ensamblado_publico	PRJNA613847	SAMN41913339	Brasil	Pariquera-Acu	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		73	3891340	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051170605.1	ensamblado_publico	PRJNA613847	SAMN41913338	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		82	3937823	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170625.1	ensamblado_publico	PRJNA613847	SAMN41913337	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		80	3944665	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170645.1	ensamblado_publico	PRJNA613847	SAMN41913336	Brasil	Mogi das Cruzes	2020	2020	blood	clinical	Homo sapiens	Carlos Camargo		88	3885204	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170665.1	ensamblado_publico	PRJNA613847	SAMN41913335	Brasil	Mogi das Cruzes	2020	2020	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		79	3945976	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170685.1	ensamblado_publico	PRJNA613847	SAMN41913334	Brasil	Sao Paulo	2020	2020	blood	clinical	Homo sapiens	Carlos Camargo		79	3948585	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170705.1	ensamblado_publico	PRJNA613847	SAMN41913333	Brasil	Sao Paulo	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		85	3948810	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170725.1	ensamblado_publico	PRJNA613847	SAMN41913332	Brasil	Sao Paulo	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		74	3949169	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170745.1	ensamblado_publico	PRJNA613847	SAMN41913331	Brasil	Mogi das Cruzes	2020	2020	blood	clinical	Homo sapiens	Carlos Camargo		89	3945486	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170765.1	ensamblado_publico	PRJNA613847	SAMN41913330	Brasil	Mogi das Cruzes	2020	2020	blood	clinical	Homo sapiens	Carlos Camargo		92	3946458	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170785.1	ensamblado_publico	PRJNA613847	SAMN41913329	Brasil	Sao Paulo	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		112	3998353	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_051170805.1	ensamblado_publico	PRJNA613847	SAMN41913328	Brasil	Mogi das Cruzes	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		90	3948867	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170825.1	ensamblado_publico	PRJNA613847	SAMN41913326	Brasil	Mogi das Cruzes	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		87	3948207	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051170845.1	ensamblado_publico	PRJNA613847	SAMN41913327	Brasil	Mogi das Cruzes	2020	2020	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		86	3948780	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051776275.1	ensamblado_publico	PRJNA1126181	SAMN41934836	Bolivia		2016	2016	Respiratory/sputum	clinical	Homo sapiens			4	4250383	267	942	KL9	OCL2	no	ninguna	rP-T1	
GCA_051842185.1	ensamblado_publico	PRJNA1253151	SAMN48065941	Brasil	Londrina	2022	2022	blood	clinical	Homo sapiens	Pedro Castilho		175	3990132	79	227	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_051842205.1	ensamblado_publico	PRJNA1253151	SAMN48065940	Brasil	Londrina	2023	2023	blood	clinical	Homo sapiens	Pedro Castilho		125	4191804	25	690	KL22	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_051842225.1	ensamblado_publico	PRJNA1253151	SAMN48065938	Brasil	Londrina	2021	2021	blood	clinical	Homo sapiens	Pedro Castilho		70	3951401	2	-	KL9	OCL1	si	blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_051842245.1	ensamblado_publico	PRJNA1253151	SAMN48065939	Brasil	Londrina	2020	2020	blood	clinical	Homo sapiens	Pedro Castilho		95	3963262	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_051842265.1	ensamblado_publico	PRJNA1253151	SAMN48065937	Brasil	Londrina	2022	2022	blood	clinical	Homo sapiens	Pedro Castilho		101	4010967	2	-	KL9	OCL1	si	blaNDM-1,blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_051842285.1	ensamblado_publico	PRJNA1253151	SAMN48065935	Brasil	Londrina	2022	2022	urine	clinical	Homo sapiens	Pedro Castilho		92	4011239	2	-	KL9	OCL1	si	blaNDM-1,blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_051842305.1	ensamblado_publico	PRJNA1253151	SAMN48065936	Brasil	Londrina	2023	2023	blood	clinical	Homo sapiens	Pedro Castilho		98	4010514	2	-	KL9	OCL1	si	blaNDM-1,blaOXA-23	r3-T1,r3-T15,rP-T1	
GCA_051941745.1	ensamblado_publico	PRJNA1128084	SAMN42035152	Peru		2021	2021-01-18	tracheal secretion	clinical	Homo sapiens	Hospital Maria Auxiliadora		449	4126443	2724	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28	r3-T18
GCA_051942065.1	ensamblado_publico	PRJNA1128084	SAMN42375209	Peru		2021	2021	Blood culture	clinical	Homo sapiens	Hospital Maria Auxiliadora		123	4199131	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_052115825.1	ensamblado_publico	PRJNA1140850	SAMN42863034	Brasil	Montes Claros	2021	2021-12-06	blood	clinical	Homo sapiens	Laboratory of Molecular Microbiology, Institute of Biomedical Sciences, Federal University of Brazil		123	3955404	79	-	KL167	OCL10	si	blaOXA-23	r3-T1	
GCA_052371335.1	ensamblado_publico	PRJNA1140135	SAMN50736701	Argentina	Buenos Aires	2023	2023-12-23		clinical	Homo sapiens	Hospital A		93	4193814	25	691	KL2	OCL5	si	blaOXA-23	r3-T14	
GCA_052371415.1	ensamblado_publico	PRJNA1140135	SAMN50736697	Argentina	Buenos Aires	2024	2024-02-01		clinical	Homo sapiens	Hospital A		107	4155968	25	490	KL9	OCL5	si	blaOXA-23	r3-T14	
GCA_052371495.1	ensamblado_publico	PRJNA1140135	SAMN50736693	Argentina	Buenos Aires	2023	2023-10-26		clinical	Homo sapiens	Hospital A		110	3962888	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052371515.1	ensamblado_publico	PRJNA1140135	SAMN50736692	Argentina	Buenos Aires	2023	2023-10-25		clinical	Homo sapiens	Hospital A		109	3969587	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052371655.1	ensamblado_publico	PRJNA1140135	SAMN50736684	Argentina	Buenos Aires	2024	2024-01-01		clinical	Homo sapiens	Hospital A		121	3927868	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052371695.1	ensamblado_publico	PRJNA1140135	SAMN50736683	Argentina	Buenos Aires	2023	2023-12-15		clinical	Homo sapiens	Hospital A		119	3926338	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052371715.1	ensamblado_publico	PRJNA1140135	SAMN50736681	Argentina	Buenos Aires	2023	2023-10-27		clinical	Homo sapiens	Hospital A		120	3904421	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052371735.1	ensamblado_publico	PRJNA1140135	SAMN50736682	Argentina	Buenos Aires	2023	2023-11-12		clinical	Homo sapiens	Hospital A		120	3904636	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_052492475.1	ensamblado_publico	PRJNA1311549	SAMN50811303	Brasil	Sao Paulo	2022	2022	blood	clinical	Homo sapiens	Carlos H Camargo		63	3961278	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492535.1	ensamblado_publico	PRJNA1311549	SAMN50811290	Brasil	Sao Paulo	2023	2023	blood	clinical	Homo sapiens	Carlos H Camargo		63	3960663	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492555.1	ensamblado_publico	PRJNA1311549	SAMN50811300	Brasil	Sao Paulo	2022	2022	urine	clinical	Homo sapiens	Carlos H Camargo		56	3964512	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492595.1	ensamblado_publico	PRJNA1311549	SAMN50811298	Brasil	Sao Paulo	2022	2022	tracheal secretion	clinical	Homo sapiens	Carlos H Camargo		58	3964021	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492615.1	ensamblado_publico	PRJNA1311549	SAMN50811299	Brasil	Sao Paulo	2022	2022	blood	clinical	Homo sapiens	Carlos H Camargo		55	3964421	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492635.1	ensamblado_publico	PRJNA1311549	SAMN50811294	Brasil	Sao Paulo	2023	2023	tissue	clinical	Homo sapiens	Carlos H Camargo		98	3966720	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492675.1	ensamblado_publico	PRJNA1311549	SAMN50811301	Brasil	Sao Paulo	2023	2023	blood	clinical	Homo sapiens	Carlos H Camargo		97	3939580	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	ninguno	
GCA_052492695.1	ensamblado_publico	PRJNA1311549	SAMN50811308	Brasil	Sao Paulo	2022	2022	blood	clinical	Homo sapiens	Carlos H Camargo		93	3972421	2	-	KL7	OCL1	si	blaOXA-23	ninguno	
GCA_052492715.1	ensamblado_publico	PRJNA1311549	SAMN50811305	Brasil	Sao Paulo	2022	2022	surveillance swab	clinical		Carlos H Camargo		89	3979231	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492735.1	ensamblado_publico	PRJNA1311549	SAMN50811306	Brasil	Sao Paulo	2022	2022	tracheal secretion	clinical	Homo sapiens	Carlos H Camargo		101	3971517	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492755.1	ensamblado_publico	PRJNA1311549	SAMN50811297	Brasil	Sao Paulo	2022	2022	catheter	clinical	Homo sapiens	Carlos H Camargo		57	3963091	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492775.1	ensamblado_publico	PRJNA1311549	SAMN50811307	Brasil	Sao Paulo	2022	2022	tracheal secretion	clinical	Homo sapiens	Carlos H Camargo		63	3968186	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492795.1	ensamblado_publico	PRJNA1311549	SAMN50811309	Brasil	Sao Paulo	2023	2023	blood	clinical	Homo sapiens	Carlos H Camargo		70	3929900	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492815.1	ensamblado_publico	PRJNA1311549	SAMN50811295	Brasil	Sao Paulo	2022	2022	blood	clinical	Homo sapiens	Carlos H Camargo		64	3966604	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	ninguno	
GCA_052492835.1	ensamblado_publico	PRJNA1311549	SAMN50811302	Brasil	Sao Paulo	2022	2022	tracheal secretion	clinical	Homo sapiens	Carlos H Camargo		55	3964247	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052492855.1	ensamblado_publico	PRJNA1311549	SAMN50811296	Brasil	Sao Paulo	2023	2023	blood	clinical	Homo sapiens	Carlos H Camargo		99	3943423	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_052545275.1	ensamblado_publico	PRJNA1311549	SAMN50811304	Brasil	Sao Paulo	2023	2023	tracheal secretion	clinical	Homo sapiens	Carlos H Camargo		92	3942551	2	-	KL7	OCL1	si	blaNDM-1,blaOXA-23	r3-T1	
GCA_053309335.1	ensamblado_publico	PRJNA1348140	SAMN52890394	Brasil	Amapa	2020	2020-11-30	blood	clinical	Homo sapiens	LACEN-AP		3	4110050	15	236	KL81	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_053320195.1	ensamblado_publico	PRJNA1339005	SAMN52617586	Peru	Lima	2024	2024-09-09	Bronchoalveolar lavage fluid	clinical	Homo sapiens	UNMSM		99	4073800	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28,r3-T3	r3-T18
GCA_053320235.1	ensamblado_publico	PRJNA1339005	SAMN52617585	Peru	Lima	2024	2024-08-28	urine	clinical	Homo sapiens	UNMSM		177	4018573	2	-	KL2	OCL1	si	blaOXA-72	r3-T3	no_evaluable
GCA_053320255.1	ensamblado_publico	PRJNA1339005	SAMN52617584	Peru	Lima	2024	2024-06-30	Bronchial secretion	clinical	Homo sapiens	UNMSM		75	4003625	79	-	KL13	OCL10	si	blaOXA-23	r3-T1,r3-T15,r3-T18	
GCA_053320275.1	ensamblado_publico	PRJNA1339005	SAMN52617583	Peru	Lima	2024	2024-07-06	Bronchial secretion	clinical	Homo sapiens	UNMSM		121	4013158	2	-	KL2	OCL1	si	blaOXA-72	r3-T3	no_evaluable
